Name,BSE Code,NSE Code,ISIN Code
Vikas Proppant,531518,VIKASPROP,INE767B01022
Eastern Treads,531346,,INE500D01015
Alchemist Corp.,531409,,INE057D01016
Visagar Polytex,506146,VIVIDHA,INE370E01029
Anuroop Packagin,542865,,INE490Z01012
Zodiac Vent.,503641,,INE945J01027
Dhillon Freight,544556,,INE0SPJ01011
Shree Mfg. Co.,503863,,INE632A01012
Associated Coat.,544183,,INE0RIQ01013
Kallam Textiles,530201,,INE629F01025
Trustwave,508963,,INE668Y01016
Eurotex Industri,521014,EUROTEXIND,INE022C01012
Beryl Securities,531582,,INE508J01015
Adhata Global,531286,,INE586D01014
Ashiana Ispat,513401,,INE587D01012
Jiwanram Sheo,,JIWANRAM,INE0N5H01017
HB Leasing &Fin.,508956,,INE549B01016
S & T Corporatio,514197,,INE110Q01023
UR Sugar,539097,,INE904R01027
Mitshi India,523782,,INE844D01017
Impex Ferro Tech,532614,IMPEXFERRO,INE691G01015
Meyer Apparel,531613,,INE100C01024
Vivaa Tradecom,544002,,INE0PA601017
Econo Trade Indi,538708,,INE937K01014
Octavius Plant.,542938,,INE117S01016
Moongipa Capital,530167,,INE153K01018
United Credit,531091,,INE858C01027
Adinath Textiles,514113,,INE207C01019
Raconteur Global,541703,,INE00WY01013
KBS India,530357,,INE883D01023
FGP,500142,,INE512A01016
DJS Stock,511636,,INE234E01027
BLT Logi.,544474,,INE0W4K01013
AFLOAT Enterpris,543377,,INE0CWK01019
Perfect-Octave,521062,,INE814L01013
Gradiente Info.,,GRADIENTE,INE361K01017
Ishan Internat.,,ISHAN,INE0LCW01025
Jet Solar,538794,,INE155R01018
Technopack Poly.,543656,,INE0MXP01015
Manglam Global,503626,,INE733N01011
Natraj Proteins,530119,,INE444D01016
Oxford Industrie,514414,,INE114D01015
Sanghvi Brands,540782,,INE204Y01010
Global Longlife,543520,,INE0J2K01014
Muller & Phipps,501477,,INE003F01015
Globe Commercial,540266,,INE804Q01013
Consecutive Commodities,539091,,INE187R01029
ACI Infocom,517356,,INE167B01025
Prag Bosimi Syn.,500192,,INE962B01011
Ganon Products,512443,,INE162L01017
Triumph Intl.,532131,,INE382B01012
G K P Printing,542666,,INE05QJ01015
Ashtasidhhi Ind,531341,,INE373D01017
B.C. Power,537766,BCP,INE905P01028
Globale Tessile,544234,GLOBALE,INE0URU01010
Cemantic Infra,538596,,INE222B01028
Kachchh Minerals,531778,,INE059E01010
NPR Finance,530127,,INE446D01011
Universal Office,523519,,INE951C01012
Sri Nacha. Cott.,521234,,INE443E01016
Epuja Spiritech,532092,,INE807D01030
JMG Corporation,523712,,INE745F01011
Kiran Print Pack,531413,,INE516D01011
Creative Eye,532392,CREATIVEYE,INE230B01021
Varyaa Creations,544168,,INE0R6801013
Ind-Agiv Commer.,517077,,INE115E01010
Mihika Industrie,538895,,INE779Q01017
Karnavati Financ,538928,,INE554R01020
Bothra Metals,535279,,INE583M01012
Saptak Chem &,506906,,INE467X01023
Arrowhead Sepera,544025,,INE0PP401015
United Interacti,502893,,INE706D01018
Infronics Sys.,537985,,INE463B01036
Blue Chip India,531936,BLUECHIP,INE657B01025
P B A Infra.,532676,,INE160H01019
Tokyo Finance,531644,,INE546D01018
Antarctica,,ANTGRAPHIC,INE414B01021
Tijaria Polypipe,533629,TIJARIA,INE440L01017
Dolphin Kitchen Utensils,544170,,INE0QXT01018
Sover. Diamonds,523826,,INE959D01013
Saroja Pharma In,,SAROJA,INE0PCL01011
OTCO Intl,523151,,INE910B01028
Gyan Developers,530141,,INE487G01018
VCU Data Managem,536672,,INE962O01014
Niraj Ispat Ind.,,NIRAJISPAT,INE326T01011
Sh. Krish. Infr.,542146,,INE951Z01013
Coastal Roadways,520131,,INE229E01019
Neopolitan Pizza,544269,,INE471R01019
Seasons Textiles,514264,,INE707B01010
Rajas. Petro Syn,506975,RAJASPETRO,INE374C01017
CitiPort Fin.,531235,,INE494D01011
Cont. Chemicals,506935,,INE423K01015
Datiware Mari.,519413,,INE673U01014
Market Creators,526891,,INE944C01017
Uniinfo Telecom,,UNIINFO,INE481Z01011
Fruition Venture,538568,,INE836C01015
Veritaas Adver.,,VERITAAS,INE0SRI01019
Usha Mart. Edu.,532398,UMESLTD,INE240C01028
Svaraj Trading,503624,,INE406N01014
Garware Marine,509563,,INE925D01014
Anna Infrastruct,530799,,INE336D01014
White Organic,513713,,INE146C01019
Sh. Karthik Pap.,516106,,INE538D01015
Groarc Industrie,532315,,INE042B01012
P.M. Telelinnks,513403,,INE092C01015
Gautam Gems,540936,,INE063Z01017
Link Pharma Chem,524748,,INE302F01011
S I Cap. & Fin.,530907,,INE417F01017
Sabrimala Indus.,540132,,INE400R01018
Scintilla Comm,538857,,INE892C01018
Goenka Business,538787,,INE997C01015
Ladam Affordab.,540026,,INE213U01019
Sibar Auto Parts,520141,,INE441C01014
Jackson Invest,538422,,INE508N01025
Norris Medicines,524414,,INE744C01029
Suncare Traders,539526,,INE452S01025
R J Shah & Co,509845,,INE712Z01019
Asia Pack,530899,,INE784M01016
Emmessar Biotech,524768,,INE634B01016
Raj Packaging,530111,,INE639C01013
Diggi Multitrade,540811,,INE158R01012
Sungold Media,541799,,INE266S01011
Ushakiran Fin.,511507,,INE697C01011
Golden Legand Ls,509024,,INE088E01019
Neil Industries,539016,,INE396C01010
J J Finance Corp,523062,,INE584C01011
Garbi Finvest,539492,,INE721C01019
Frontier Capital,508980,,INE977E01013
Tirth Plastic,526675,,INE008N01018
Asian Warehous.,543927,,INE04Z101016
Suvidha Infra.,531640,,INE936N01010
Panther Indl. Pr,524055,,INE181D01014
Mish Designs,544015,,INE0QI101019
Citichem India,544324,,INE0A8401016
Samyak Internati,530025,,INE607G01011
DAPS Advertising,543651,,INE975Z01012
Shamrock Indl.,531240,,INE022F01015
Billwin Indust.,543209,,INE0CRS01012
GCM Securit.,535431,,INE168O01026
Indo-City Info.,532100,,INE456B01014
KCD Industries,540696,,INE185U01035
Gemstone Invest.,531137,,INE503D01027
Rajdarshan Inds,526662,ARENTERP,INE610C01014
Unipro Technolgy,540189,,INE448F01012
Vanta Bioscience,540729,,INE695X01011
Lords Ishwar,530065,,INE689J01013
Yunik Managing,533149,,INE143K01019
Ortin Global,539287,ORTINGLOBE,INE749B01020
New Light Industries,540243,,INE835U01027
Pion. Agro Extr.,519439,,INE062E01014
Pan Electronics,517397,,INE648E01010
Yogi Infra Proj.,522209,,INE429B01011
Vishvprabha Ven.,512064,,INE762D01011
Compuage Info.,532456,COMPINFO,INE070C01037
MT Educare,534312,MTEDUCARE,INE472M01018
Computer Point,507833,,INE607B01012
Natura Hue Chem,531834,,INE487B01019
Sumeru Industrie,530445,,INE764B01029
Galada Finance,538881,,INE243E01010
Sheshadri Indus.,539111,,INE193R01019
Aanchal Ispat,538812,,INE322R01022
Shukra Jewellery,523790,,INE344E01016
Parmax Pharma,540359,,INE240T01014
Kizi Apparels,544221,,INE0RMR01013
Educomp Sol.,532696,EDUCOMP,INE216H01027
Vedant Asset,543623,,INE0NC801013
SDC Techmedia,535647,,INE807O01011
Univa Foods,526683,UNIVAFOODS,INE275F01019
Dhanuka Infra Realty,,DIRL,INE704V01015
Rander Corpn.,531228,,INE821D01031
GTN Textiles,532744,,INE302H01017
Union Qual. Pla.,526799,,INE338N01019
Western Overseas,544636,,INE1MF401019
Parampara Dairy,,PARAMPARA,INE749Y01014
East Buildtech,507917,,INE706N01017
Southern Infocon,540174,,INE298B01010
Tarini Internat.,538496,,INE849M01017
Ace Engitech,530669,,INE035401020
Svam Software,523722,,INE119B01018
Kush Industries,514240,,INE979D01011
Kahan Packaging,543979,,INE04T901017
Quality Foils,,QFIL,INE0O1M01015
Quadpro ITeS,,QUADPRO,INE0GOJ01027
United Leasing,507808,,INE357P01014
Amiable Logistic,,AMIABLE,INE0MTP01013
Mid East Port.,526251,,INE033E01015
Nivaka Fashions,542206,,INE139E01028
Sharanam Infra,539584,,INE104S01022
Resourceful Auto,544236,,INE0SK201011
Mid India Inds.,500277,,INE401C01018
Shangar Decor,540259,,INE118R01032
India Lease Dev.,500202,,INE333C01013
NB Footwear,523242,,INE006F01018
Stellar Capital,536738,,INE325P01011
Santosh Fin Fab,530035,,INE612D01018
Amforge Inds.,513117,,INE991A01020
Future Ent. DVR,570002,FELDVR,IN9623B01058
N2N Technologies,512279,,INE043F01011
Jauss Polymers,526001,,INE593O01017
New Markets Advi,508867,,INE800K01014
Typhoon Fin Ser,539468,,INE761R01013
Kumbhat Fin.,526869,,INE795E01019
Shrydus Indust.,511493,,INE488C01015
SMVD Poly Pack,,SMVD,INE702Y01013
Ishaan Infrastru,540134,,INE818R01011
Jayabharat Cred.,501311,,INE998D01011
Arihant's Secur.,531017,,INE190D01015
Tarai Foods,519285,,INE906C01016
Kinetic Trust,531274,,INE674M01019
DCM Financial,511611,DCMFINSERV,INE891B01012
Sarthak Global,530993,,INE075H01019
Garware Synth,514400,,INE340D01016
Catvision Ltd,531158,,INE660B01011
Kuwer Industries,530421,,INE430F01010
Getalong Enterp.,543372,,INE0H1201020
Broach Lifecare,544231,,INE0SFZ01018
Neelkanth Rock,531049,,INE741D01015
First Custodian,511122,,INE609B01018
Rajasthan Cylind,538707,,INE929D01016
Humming Bird Edu,542592,,INE02PC01027
Goblin India,542850,,INE492Z01018
Euphoria Infotec,544094,,INE0PYT01018
Inani Securities,531672,,INE224C01014
Adcon Capital,539506,,INE805Q01028
Laddu Gopal,537707,,INE546I01025
Progrex Ventures,531265,,INE421E01012
Gala Global,539228,,INE480S01026
Ashish Polyplast,530429,,INE831C01016
Sujala Trading &,539117,,INE029H01016
Kuber Udyog,539408,,INE594R01018
CLIO Infotech,530839,,INE011B01017
Vijay Textiles,530151,,INE256G01033
Transwind Infra.,,TRANSWIND,INE792X01016
Shivagrico Impl.,522237,,INE092H01014
Rajvi Logitrade,511185,,INE381N01019
Shashank Traders,540221,,INE508R01018
Interworld Digi.,532072,,INE177D01020
Dalal Street Inv,501148,,INE422D01012
Aadi Industries,530027,,INE563D01013
Shanti Guru Inds,534708,,INE892L01019
Nexus Surgical,538874,,INE370Q01015
Ontic Finserve,540386,,INE989S01042
Samtex Fashion,521206,,INE931D01020
Sh. Ganesh Elas.,530797,,INE400N01017
Tasty Dairy,540955,,INE773Y01014
Pasari Spinning,521080,,INE604F01010
Elegant Floricul,526473,,INE152E01013
Jonjua Overseas,542446,,INE793Z01027
Dolphin Medical,526504,,INE796B01013
Interactive Fin,539692,,INE064T01018
Phyto Chem (I),524808,,INE037C01010
Beryl Drugs,524606,,INE415H01017
I Power Solution,512405,,INE468F01010
Rajputana Invest,539090,,INE751R01014
T N Steel Tubes,513540,,INE176E01012
Longspur Intl,504340,,INE180M01033
Crane Infra,538770,,INE176L01017
Northlink Fiscal,539110,,INE736P01019
Welterman Intl.,526431,,INE662D01013
Sashwat Technoc,506313,,INE789D01014
Winny Immigratio,,WINNY,INE0S9101013
3C IT Solutions,544190,,INE0R7D01018
Ambassador Intra,542524,,INE342U01016
Indifra Ltd,,INDIFRA,INE0PS301014
Pratiksha Chem.,531257,,INE530D01012
Sanathnagar Ent.,509423,,INE367E01033
Milestone Global,531338,,INE151H01018
VK Global,530177,,INE758B01013
Polycon Intl.,531397,,INE262C01014
Indo Euro Indch.,524458,,INE319N01019
Swasth Foodtech,544368,,INE0TIR01017
Lime Chemicals,507759,,INE891G01011
Standard Shoe,523351,,INE888N01013
Prima Agro,519262,,INE297D01018
Fraser & Company,539032,,INE184Q01010
Kalpa Commer.,539014,,INE059Q01014
Veerkrupa Jewel,543545,,INE0ID001024
Octal Credit Cap,538894,,INE513C01010
Plada Infotech S,,PLADAINFO,INE0PXD01014
GACM Tech-DVR,570005,GATECHDVR,INE224E01036
Kenrik Indust.,544398,,INE0AOG01018
Sharp Investment,538212,,INE909D01026
Libord Securitie,531027,,INE267E01019
Rite Zone,,RITEZONE,INE0MRA01019
Mehta Securities,511738,,INE241B01010
Super Bakers (I),530735,,INE897A01011
Sabar Flex India,,SABAR,INE0DZ101013
Dhyaani Trade,543516,,INE0K5F01014
BNR Udyog,530809,,INE355C01016
SRU Steels,540914,,INE425C01017
KMF Builders,531578,,INE580H01026
Prashant India,519014,,INE100E01012
Mayur Floorings,531221,,INE262W01012
Anjani Finance,531878,,INE283D01018
Modern Shares,509760,,INE370A01019
Eastcoast Steel,520081,,INE315F01013
BFL Asset Finves,539662,,INE948Q01018
Premier,500540,PREMIER,INE342A01018
Skyline Ventures,538919,,INE055Q01012
Natural Biocon,543207,,INE06MM01016
Nouveau Global,531465,,INE317B01042
Clinitech Lab,544220,,INE0QMR01015
Shree Ram Prote.,,SRPL,INE008Z01020
Vision Cinemas,526441,,INE515B01025
Mayur Leather,531680,,INE799E01011
Mathew Easow Res,511688,,INE963B01019
ISF,526859,,INE973B01026
Hind.Bio Science,532041,,INE597C01021
PS IT Infra,505502,,INE953M01033
Net Avenue,,CBAZAAR,INE518X01015
Sterling Green,526500,,INE398F01019
SAB Events,540081,SABEVENTS,INE860T01019
RLF,512618,,INE629C01014
Sh. Rajiv. Oil,530295,,INE418K01015
Woodsvilla,526959,,INE374J01020
Yashraj Contain.,530063,,INE095C01018
Sunraj Diamond,523425,,INE459D01014
SW Investments,503659,,INE948K01011
C J Gelatine,507515,,INE557D01015
Uniroyal Marine,526113,,INE602H01010
Bhagawati Gas,500051,,INE099C01010
Hathway Bhawani,509073,,INE525B01016
Dr Lalchand. Lab,541299,,INE871Z01013
Trinity League,531846,,INE884X01011
Aarcon Facilitie,532024,,INE056J01015
Unjha Formul.,531762,,INE576D01015
Croissance Ltd,531909,,INE587J01027
Solve Plastic,,BALCO,INE0U0201016
Gagan Gases,524624,,INE076D01016
Golden Carpets,531928,,INE595D01015
MPL Plastics,526143,,INE343A01016
Bansisons Tea,519353,,INE856E01019
Karnawati Innovation,531671,,INE214D01021
Objectone Inform,535657,,INE860E01011
Explicit Finance,530571,,INE335G01019
Gopal Iron Stl.,531913,,INE641H01018
Lyons Corporate,531441,,INE100F01019
Risa Internatio.,530251,,INE001O01029
Euro Leder Fash,526468,,INE940E01011
BGIL Films & Tec,511664,,INE443D01018
Swagtam Trading,539406,,INE150R01019
Gallops Enterp.,531902,,INE755J01012
Indergiri Fin.,531505,,INE628F01019
Evoq Remedies,543500,,INE0JVD01011
Thirani Projects,538464,,INE901C01017
Mipco Seaml Ring,505797,,INE860N01012
Triveni Glass,502281,,INE094C01011
Hasti Finance,531387,,INE671D01014
Chothani Foods,540681,,INE344X01016
R O Jewels,543171,,INE0BDU01028
Jagjanani Text.,532825,,INE702H01018
Bhagawati Oxygen,509449,,INE026I01010
Haria Apparels,538081,,INE493N01012
V B Industries,539123,,INE334E01017
Dhanvantri Jeev.,531043,,INE239F01015
V B Desai Fin.,511110,,INE848D01018
Ganesh Holdings,504397,,INE932M01011
Finelistings Tec,544173,,INE0QOQ01013
Omega Ag Seeds,519479,,INE112B01013
Space Incubatric,541890,,INE797Z01028
Indo Credit Cap.,526887,,INE147D01015
Kairosoft AI,506122,,INE820M01018
Agarwal Fortune,530765,,INE510B01018
Sri Lak.Sar.Arni,521161,,INE456D01010
Harig Crankshaft,500178,,INE905C01034
Kiran Syntex,530443,,INE293D01017
Photoquip India,526588,,INE813B01016
Alexander Stamps,511463,,INE191N01012
IGC Industries,539449,,INE099S01016
Manor Estates,526115,,INE327D01013
Parker Agrochem,524628,,INE750B01010
Millen. Online,511187,,INE570N01025
Devine Impex,531585,,INE455C01014
Konndor Indust.,532397,,INE971A01014
Money Masters,535910,,INE340O01021
Adline Chem Lab,524604,,INE276T01018
Vinayak Polycon,534639,,INE581M01016
Trio Merc. Trad.,534755,,INE234G01022
Padmanabh Alloys,531779,,INE630U01014
Priya,524580,,INE686C01014
Mercury Trade Li,512415,,INE319T01016
Mystic Electron.,535205,,INE159O01033
Ambitious Plasto,526439,,INE267C01013
Deccan Polypacks,531989,,INE132E01015
Nyssa Corp.,504378,,INE812K01027
Rich Universe,530271,,INE652D01014
Vikalp Securitie,531334,,INE186E01011
MFS Intercorp,513721,,INE614F01019
Nikki Glob.Fin.,531272,,INE526C01012
Minaxi Textiles,531456,,INE952C01028
Jayatma Industri,531323,,INE250D01017
Shree Hanuman Sg,537709,,INE101H01013
Genomic Valley,539206,,INE574D01010
Transglobe Foods,519367,,INE213P01027
Natl. Plywood,516062,,INE497C01016
Prem. Synthetic,509835,,INE940N01012
Suryavanshi Spg.,514140,,INE431C01023
Vivanza Biosci.,530057,,INE984E01035
Shanti Overseas,,SHANTI,INE933X01016
Vintage Secur.,531051,,INE153C01015
Intl. Data Mgt.,517044,,INE649R01010
Magenta Life,544188,,INE0QZ901011
Sh. Steel Wire,513488,,INE387D01025
First Fintec,532379,,INE683B01047
Integra Capital,531314,,INE366H01012
Delta Industrial,539596,,INE681Q01015
Decipher Labs,524752,,INE643N01012
Kuberan Global,543289,,INE04CO01018
Setubandhan Inf.,533605,SETUINFRA,INE023M01027
Flora Corporatio,540267,,INE318U01016
Nihar Info Glob.,531083,,INE876E01033
Nutech Global,531304,,INE960H01012
Gratex Industrie,526751,,INE915E01013
BCL Enterprises,539621,,INE368E01023
Ashram Online,526187,,INE293C01019
Omkar Spl.Chem.,533317,OMKARCHEM,INE474L01016
Haria Exports,512604,,INE772B01014
Epsom Properties,531155,,INE601F01016
Hittco Tools,531661,,INE863C01019
Jain Marmo Inds,539119,,INE780Q01015
Sailani Tours N,543541,,INE0KHQ01010
Galada Power,504697,,INE255C01018
Arcee Industries,520121,,INE276D01012
Peeti Securities,531352,,INE328D01011
Padmalaya Tele.,532350,PADMALAYAT,INE243B01016
Polytex India,512481,,INE012F01016
Lak. Prec. Screw,506079,LAKPRE,INE651C01018
Prime Capital Ma,535514,,INE748D01010
Kobo Biotech,531541,,INE881A01015
Shelter Infra,526839,,INE413C01013
Seshachal Tech.,531794,,INE331F01028
Popees Cares,530565,,INE149B01015
Filmcity Media,531486,,INE600B01033
Brijlaxmi Leas.,532113,,INE957E01031
Polymac Thermof.,537573,,INE826P01018
Mahaveer Infoway,539383,,INE019D01016
Atharv Enter,530187,,INE354E01031
Futuristic Sec.,523113,,INE425D01015
Multipurpose Trd,504356,,INE017P01014
Gian Lifecare,542918,,INE063601012
M P Agro Inds.,506543,,INE468C01017
Amraworld Agrico,531991,,INE735C01027
Abhinav Leasing,538952,,INE211D01027
Siddhes. Garment,526877,,INE797C01019
Brawn Biotech,530207,,INE899B01015
Systematix Sec.,531432,,INE07P301011
Raasi Refractor,502271,,INE858D01017
Amanaya Ventures,543804,,INE0G1V01016
Aryan Share,542176,,INE016X01010
Virgo Global,532354,,INE400B01020
Tiaan Consumer,540108,,INE864T01011
Triveni Enterpri,538569,,INE916P01025
Lexoraa Ind,531944,,INE185D01015
Grandma Trading,504369,,INE927M01029
Sikozy Realtors,524642,,INE528E01022
Purohit Const.,538993,,INE147J01012
Bloom Dekor,526225,,INE253C01013
Amit Internation,531300,,INE053D01015
Padmanabh Inds.,526905,,INE743D01011
Oscar Global,530173,,INE473F01010
Superior Finleas,539835,,INE574R01028
Omni Ax's,532340,,INE369B01019
Oswal Yarns,514460,,INE670H01017
Inditrade Cap.,532745,,INE347H01012
Stanpacks(India),530931,,INE457D01018
Looks Health,534422,,INE204N01013
Advance Syntex,539982,,INE184U01012
A F Enterprises,538351,,INE663P01015
Worldwide Alumi.,526525,,INE550D01010
Patron Exim,543798,,INE0NPA01011
Yarn Syndicate,514378,,INE564C01013
GCM Capital,538319,,INE191P01017
Retro Green,519191,,INE601N01010
Mukta Agricultur,535204,,INE160O01031
Aravali Sec,512344,,INE068C01015
KLG Capital,530771,,INE929C01018
Olympic Oil Ind.,507609,,INE286E01019
Sahara Maritime,544056,,INE0PSJ01011
Supertex Inds.,526133,,INE881B01054
Sungold Capital,531433,,INE271D01013
SHRI NIWAS L& F.,538897,,INE201F01015
Symbiox Investme,539278,,INE653R01012
Hemo Organic,524590,,INE422G01015
Agio Paper,516020,,INE112C01011
Sun Retail,542025,,INE206Z01020
Incon Engineers,531594,,INE507D01010
Eureka Industrie,521137,,INE958A01011
JPT Securities,530985,,INE630C01012
Vision Corpn.,531668,,INE661D01015
Raghunath Intl.,526813,,INE753B01014
Quantum Digital,530281,,INE373C01019
Premium Capital,511660,,INE555D01019
Shikhar Cons.,526883,,INE641B01011
CHD Chemicals,539800,,INE043U01010
Munoth Commun.,511401,,INE410E01015
Universal Arts,532378,,INE464B01018
K Z Leasing,511728,,INE006C01015
Aditya Ispat,513513,,INE570B01012
IDream Film,504375,,INE459E01012
Colinz Labs,531210,,INE923C01011
Promact Plastics,526494,,INE818D01011
Enterprise Intl.,526574,,INE439G01019
Jointeca Educati,534659,,INE131N01018
Boston Commerce,531458,,INE109B01019
Sparc Electrex,531370,,INE960B01015
Kakatiya Textile,521054,,INE092E01011
Modella Woollens,503772,,INE380D01012
Vallabh Steels,513397,,INE457E01016
Saianand Commer.,512097,,INE092G01024
B P Capital,536965,,INE947C01010
UTL Industries,500426,,INE184E01024
Ortel Commu.,539015,ORTEL,INE849L01019
CMI,517330,CMICABLES,INE981B01011
Lead Financial S,531288,,INE531D01010
Shivansh Finserv,539593,,INE728Q01014
Vardhman Concr.,531444,,INE115C01014
Naksh Precious,539402,,INE256S01012
Wagend Infra,503675,,INE786K01023
Adjia Tech,543269,,INE0G0V01018
Pasupati Fincap,511734,,INE527C01010
Frontline Fin.,531685,,INE776R01011
Suncity Synth.,530795,,INE584D01019
Voltaire Leasing,509038,,INE763D01019
Vasudhagama Ent.,539291,,INE583K01016
United Textiles,521188,,INE727E01012
Gconnect Logitec,544156,,INE0QHY01011
Amerise BioScie,531681,,INE673C01020
Omkar Overseas,531496,,INE680D01015
Decorous Investm,539405,,INE183R01010
Simplex Papers,533019,,INE456H01029
Siddha Ventures,530439,,INE140C01012
Coral Newsprints,530755,,INE715D01019
Ashoka Refinerie,526983,,INE760M01016
Tranway21 Tech.,542923,,INE0BIW01023
Goyal Associates,530663,,INE912B01032
Sanco Industries,,SANCO,INE782L01012
Cont. Controls,531460,,INE545B01022
Mahan Industries,531515,,INE735D01041
Bharatiya Glob.,533499,BGLOBAL,INE224M01013
Ekam Leasing,530581,,INE906L01025
Olympic Cards,534190,,INE550L01013
Williamson Fin.,519214,,INE188E01017
Dharani Finance,511451,,INE899D01011
Global Infratech,531463,,INE377M01043
Shree Precoated,533110,,INE318K01025
Radhagobind Comm,539673,,INE792P01020
Sea TV Network,533268,,INE351L01016
Rajkot Inv.Trust,539495,,INE176R01014
Foundry Fuel,513579,,INE617C01027
Jainco Projects,526865,,INE966C01010
Ashiana Agro Ind,519174,,INE709D01012
R R Securities,530917,,INE474H01014
SGN Telecoms,531812,,INE266C01023
KEN Fin.Serv.,530547,,INE395E01018
Purple Agrotech Industries,540159,,INE905R01016
VXL Instruments,517399,,INE756A01019
Elango Industrie,513452,,INE594D01018
Heera Ispat,526967,,INE025D01013
Peoples Invest,501144,,INE644U01015
Perfect Infraeng,,PERFECT,INE925S01012
ACE EduTremd Ltd,530093,,INE715F01014
Naturo Indiabull,543579,,INE0JNB01012
Hanman Fit,538731,,INE982Q01017
Fabino Enter,543444,,INE0DRT01018
Mahasagar Travel,526795,,INE007G01014
Mahalaxmi Seam.,513460,,INE257F01017
Abhishek Infra.,539544,,INE281P01016
Patidar Buildcon,524031,,INE637N01014
Gujarat Winding,541627,,INE173V01013
52 Weeks Enter.,531925,,INE545N01019
Krishna Fil. Ind,500248,KRISNAFILA,INE073A01019
